Order ID,Order Date,Customer ID,Product ID,Quantity,Country,Coffee Type,Coffee Name,Roast Type,Roast Name,Size,Unit Price,Sales,Loyalty Card
OTA-40969-710,2019-03-14,77877-11993-QH,R-L-1,5,United States,Rob,Robusta,L,Light,1.0,11.95,59.75,Yes
YWH-50638-556,2019-03-14,89442-35633-HJ,E-L-0.5,4,United Kingdom,Exc,Excelsa,L,Light,0.5,8.91,35.64,Yes
UBA-43678-174,2019-03-15,44530-75983-OD,E-D-2.5,6,United Kingdom,Exc,Excelsa,D,Dark,2.5,27.945,167.67000000000002,No
YXF-57218-272,2019-03-15,55374-03175-IA,R-M-0.2,6,United States,Rob,Robusta,M,Medium,0.2,2.985,17.91,Yes
BDM-03174-485,2019-03-16,29581-13303-VB,R-L-0.5,4,United States,Rob,Robusta,L,Light,0.5,7.169999999999999,28.679999999999996,No
KCY-61732-849,2019-03-16,11349-55147-SN,L-D-1,2,Ireland,Lib,Liberica,D,Dark,1.0,12.95,25.9,No
YKX-23510-272,2019-03-17,56991-05510-PR,A-L-2.5,2,United States,Ara,Arabica,L,Light,2.5,29.784999999999997,59.56999999999999,No
CPV-90280-133,2019-03-20,66458-91190-YC,R-D-0.2,3,Ireland,Rob,Robusta,D,Dark,0.2,2.6849999999999996,8.055,Yes
IRJ-67095-738,2019-03-20,86447-02699-UT,E-M-2.5,2,United States,Exc,Excelsa,M,Medium,2.5,31.624999999999996,63.24999999999999,Yes
VAU-44387-624,2019-03-20,99643-51048-IQ,A-M-0.2,6,United States,Ara,Arabica,M,Medium,0.2,3.375,20.25,No
VGI-33205-360,2019-03-21,96762-10814-DA,L-M-0.5,6,United Kingdom,Lib,Liberica,M,Medium,0.5,8.73,52.38,Yes
NXM-89323-646,2019-03-22,28158-93383-CK,E-D-1,1,United States,Exc,Excelsa,D,Dark,1.0,12.15,12.15,Yes
SHP-55648-472,2019-03-30,46818-20198-GB,A-M-1,6,United States,Ara,Arabica,M,Medium,1.0,11.25,67.5,No
JUA-13580-095,2019-04-01,55265-75151-AK,R-L-0.2,4,Ireland,Rob,Robusta,L,Light,0.2,3.5849999999999995,14.339999999999998,Yes
POF-29666-012,2019-04-01,46885-00260-TL,R-D-0.5,1,United States,Rob,Robusta,D,Dark,0.5,5.369999999999999,5.369999999999999,Yes
YGY-98425-969,2019-04-01,63787-96257-TQ,L-M-1,1,Ireland,Lib,Liberica,M,Medium,1.0,14.55,14.55,No
IJK-34441-720,2019-04-05,97201-58870-WB,A-M-0.5,6,United States,Ara,Arabica,M,Medium,0.5,6.75,40.5,Yes
OQA-93249-841,2019-04-05,03917-13632-KC,A-M-2.5,6,United States,Ara,Arabica,M,Medium,2.5,25.874999999999996,155.24999999999997,Yes
CXD-74176-600,2019-04-07,70624-19112-AO,E-L-0.5,4,Ireland,Exc,Excelsa,L,Light,0.5,8.91,35.64,No
QNA-31113-984,2019-04-07,60512-78550-WS,L-M-0.2,4,United States,Lib,Liberica,M,Medium,0.2,4.365,17.46,No
FEP-36895-658,2019-04-08,44699-43836-UH,R-L-0.2,6,United Kingdom,Rob,Robusta,L,Light,0.2,3.5849999999999995,21.509999999999998,No
ZHQ-30471-635,2019-04-08,40600-58915-WZ,L-M-0.5,5,United Kingdom,Lib,Liberica,M,Medium,0.5,8.73,43.650000000000006,No
PMV-54491-220,2019-04-11,87242-18006-IR,L-M-0.2,2,United States,Lib,Liberica,M,Medium,0.2,4.365,8.73,No
DDO-71442-967,2019-04-12,89422-58281-FD,L-D-0.2,5,United States,Lib,Liberica,D,Dark,0.2,3.885,19.424999999999997,Yes
XSZ-84273-421,2019-04-14,15405-60469-TM,R-M-0.5,3,United States,Rob,Robusta,M,Medium,0.5,5.97,17.91,Yes
BRV-64870-915,2019-04-16,32070-55528-UG,L-L-2.5,5,Ireland,Lib,Liberica,L,Light,2.5,36.455,182.27499999999998,No
SUB-13006-125,2019-04-17,26103-41504-IB,A-L-0.5,5,United States,Ara,Arabica,L,Light,0.5,7.77,38.849999999999994,Yes
RRP-51647-420,2019-04-18,89292-52335-YZ,E-D-1,3,Ireland,Exc,Excelsa,D,Dark,1.0,12.15,36.45,Yes
VVL-95291-039,2019-04-18,96516-97464-MF,E-L-0.2,2,United States,Exc,Excelsa,L,Light,0.2,4.455,8.91,No
NXV-05302-067,2019-04-22,25754-33191-ZI,L-M-2.5,4,United States,Lib,Liberica,M,Medium,2.5,33.464999999999996,133.85999999999999,No
AGQ-06534-750,2019-04-24,52798-46508-HP,A-L-1,5,Ireland,Ara,Arabica,L,Light,1.0,12.95,64.75,No
LPS-39089-432,2019-04-24,97655-45555-LI,R-D-1,5,United States,Rob,Robusta,D,Dark,1.0,8.95,44.75,Yes
LGD-24408-274,2019-04-25,13694-25001-LX,L-L-0.5,3,United States,Lib,Liberica,L,Light,0.5,9.51,28.53,No
CXI-04933-855,2019-04-27,62923-29397-KX,E-L-2.5,6,United States,Exc,Excelsa,L,Light,2.5,34.154999999999994,204.92999999999995,Yes
HDQ-86094-507,2019-04-27,32481-61533-ZJ,E-D-1,6,United States,Exc,Excelsa,D,Dark,1.0,12.15,72.9,Yes
MWP-46239-785,2019-04-27,87979-56781-YV,L-M-0.2,5,United States,Lib,Liberica,M,Medium,0.2,4.365,21.825000000000003,Yes
NCH-55389-562,2019-04-27,86579-92122-OC,E-L-2.5,5,United States,Exc,Excelsa,L,Light,2.5,34.154999999999994,170.77499999999998,Yes
NCH-55389-562,2019-04-27,86579-92122-OC,R-L-2.5,2,United States,Rob,Robusta,L,Light,2.5,27.484999999999996,54.96999999999999,Yes
NCH-55389-562,2019-04-27,86579-92122-OC,E-L-1,1,United States,Exc,Excelsa,L,Light,1.0,14.85,14.85,Yes
NCH-55389-562,2019-04-27,86579-92122-OC,A-L-0.2,2,United States,Ara,Arabica,L,Light,0.2,3.885,7.77,Yes
FHD-89872-325,2019-04-29,31715-98714-OO,L-L-1,4,United States,Lib,Liberica,L,Light,1.0,15.85,63.4,Yes
KMS-49214-806,2019-04-30,50384-52703-LA,E-L-2.5,4,United States,Exc,Excelsa,L,Light,2.5,34.154999999999994,136.61999999999998,No
XLD-12920-505,2019-05-01,21907-75962-VB,E-L-0.5,6,United States,Exc,Excelsa,L,Light,0.5,8.91,53.46,Yes
XYL-52196-459,2019-05-02,13549-65017-VE,R-D-0.2,3,United States,Rob,Robusta,D,Dark,0.2,2.6849999999999996,8.055,Yes
IDQ-20193-502,2019-05-06,36021-61205-DF,L-M-0.2,2,United States,Lib,Liberica,M,Medium,0.2,4.365,8.73,Yes
MOU-74341-266,2019-05-07,99358-65399-TC,A-D-0.5,4,United States,Ara,Arabica,D,Dark,0.5,5.97,23.88,No
QLM-07145-668,2019-05-09,86437-17399-FK,E-D-0.2,2,United States,Exc,Excelsa,D,Dark,0.2,3.645,7.29,No
SIB-83254-136,2019-05-12,45315-50206-DK,R-M-0.5,6,United States,Rob,Robusta,M,Medium,0.5,5.97,35.82,Yes
AMB-93600-000,2019-05-14,64435-53100-WM,A-L-2.5,1,United States,Ara,Arabica,L,Light,2.5,29.784999999999997,29.784999999999997,No
DWZ-69106-473,2019-05-15,76447-50326-IC,L-L-2.5,4,Ireland,Lib,Liberica,L,Light,2.5,36.455,145.82,Yes
PSY-45485-542,2019-05-17,62246-99443-HF,R-D-0.5,3,Ireland,Rob,Robusta,D,Dark,0.5,5.369999999999999,16.11,Yes
MZJ-77284-941,2019-05-18,99978-56910-BN,E-L-0.2,5,United States,Exc,Excelsa,L,Light,0.2,4.455,22.275,Yes
UMT-26130-151,2019-05-21,55864-37682-GQ,L-M-0.2,3,United States,Lib,Liberica,M,Medium,0.2,4.365,13.095,Yes
GPU-79113-136,2019-05-22,73284-01385-SJ,R-D-0.2,3,United States,Rob,Robusta,D,Dark,0.2,2.6849999999999996,8.055,Yes
QDV-03406-248,2019-05-23,74126-88836-KA,L-M-0.5,3,Ireland,Lib,Liberica,M,Medium,0.5,8.73,26.19,Yes
NEU-86533-016,2019-06-03,96544-91644-IT,R-D-0.2,6,United States,Rob,Robusta,D,Dark,0.2,2.6849999999999996,16.11,No
MQU-86100-929,2019-06-04,64418-01720-VW,L-L-0.5,4,United States,Lib,Liberica,L,Light,0.5,9.51,38.04,Yes
ZPW-31329-741,2019-06-08,27132-68907-RC,R-D-1,6,United States,Rob,Robusta,D,Dark,1.0,8.95,53.699999999999996,Yes
ZPW-31329-741,2019-06-08,27132-68907-RC,E-M-2.5,4,United States,Exc,Excelsa,M,Medium,2.5,31.624999999999996,126.49999999999999,Yes
ZPW-31329-741,2019-06-08,27132-68907-RC,E-M-0.2,1,United States,Exc,Excelsa,M,Medium,0.2,4.125,4.125,Yes
VPX-44956-367,2019-06-09,39582-35773-ZJ,R-M-0.5,5,United States,Rob,Robusta,M,Medium,0.5,5.97,29.849999999999998,No
YFH-87456-208,2019-06-12,23600-98432-ME,L-M-0.2,2,United States,Lib,Liberica,M,Medium,0.2,4.365,8.73,Yes
PCA-14081-576,2019-06-13,63112-10870-LC,R-L-0.2,5,United States,Rob,Robusta,L,Light,0.2,3.5849999999999995,17.924999999999997,No
TDZ-59011-211,2019-06-13,57611-05522-ST,R-D-2.5,4,Ireland,Rob,Robusta,D,Dark,2.5,20.584999999999997,82.33999999999999,Yes
FWD-85967-769,2019-06-14,20256-54689-LO,E-D-0.2,3,United States,Exc,Excelsa,D,Dark,0.2,3.645,10.935,No
WFK-99317-827,2019-06-16,32058-76765-ZL,L-D-2.5,3,United States,Lib,Liberica,D,Dark,2.5,29.784999999999997,89.35499999999999,No
LCU-93317-340,2019-06-17,84996-26826-DK,R-D-0.2,1,United States,Rob,Robusta,D,Dark,0.2,2.6849999999999996,2.6849999999999996,Yes
XED-90333-402,2019-06-19,28300-14355-GF,E-M-0.2,5,United Kingdom,Exc,Excelsa,M,Medium,0.2,4.125,20.625,No
YIE-87008-621,2019-06-22,22503-52799-MI,L-M-0.5,4,United States,Lib,Liberica,M,Medium,0.5,8.73,34.92,No
MPV-26985-215,2019-06-23,51466-52850-AG,R-D-0.5,1,United Kingdom,Rob,Robusta,D,Dark,0.5,5.369999999999999,5.369999999999999,Yes
QOJ-38788-727,2019-06-24,16358-63919-CE,E-M-2.5,5,United States,Exc,Excelsa,M,Medium,2.5,31.624999999999996,158.12499999999997,No
VKA-82720-513,2019-06-24,12299-30914-NG,A-M-2.5,6,United States,Ara,Arabica,M,Medium,2.5,25.874999999999996,155.24999999999997,Yes
CZY-70361-485,2019-06-25,83308-82257-UN,E-L-2.5,6,Ireland,Exc,Excelsa,L,Light,2.5,34.154999999999994,204.92999999999995,No
GPR-19973-483,2019-06-26,92926-08470-YS,R-D-0.5,5,United States,Rob,Robusta,D,Dark,0.5,5.369999999999999,26.849999999999994,No
LTN-89139-350,2019-06-27,07756-71018-GU,R-L-2.5,5,United States,Rob,Robusta,L,Light,2.5,27.484999999999996,137.42499999999998,Yes
VMW-26889-781,2019-06-28,36078-91009-WU,A-L-0.2,2,United States,Ara,Arabica,L,Light,0.2,3.885,7.77,Yes
CZF-40873-691,2019-06-30,64988-20636-XQ,E-M-0.5,2,United Kingdom,Exc,Excelsa,M,Medium,0.5,8.25,16.5,No
KYS-27063-603,2019-06-30,69958-32065-SW,E-L-2.5,4,United States,Exc,Excelsa,L,Light,2.5,34.154999999999994,136.61999999999998,No
GPZ-36017-366,2019-07-01,65732-22589-OW,A-D-2.5,5,United States,Ara,Arabica,D,Dark,2.5,22.884999999999998,114.42499999999998,Yes
GVG-59542-307,2019-07-02,26314-66792-VP,E-M-1,2,United States,Exc,Excelsa,M,Medium,1.0,13.75,27.5,Yes
CQW-37388-302,2019-07-03,97741-98924-KT,A-D-2.5,3,United States,Ara,Arabica,D,Dark,2.5,22.884999999999998,68.655,No
DTB-71371-705,2019-07-03,48544-90737-AZ,L-D-1,1,United States,Lib,Liberica,D,Dark,1.0,12.95,12.95,Yes
CYV-13426-645,2019-07-06,88593-59934-VU,E-D-1,1,United States,Exc,Excelsa,D,Dark,1.0,12.15,12.15,Yes
LRK-97117-150,2019-07-08,33000-22405-LO,L-L-1,6,United States,Lib,Liberica,L,Light,1.0,15.85,95.1,No
OGY-19377-175,2019-07-09,49084-44492-OJ,E-D-0.5,1,Ireland,Exc,Excelsa,D,Dark,0.5,7.29,7.29,Yes
AXN-57779-891,2019-07-14,09668-23340-IC,R-M-0.2,3,United States,Rob,Robusta,M,Medium,0.2,2.985,8.955,No
TBB-29780-459,2019-07-15,61437-83623-PZ,A-L-0.5,1,United States,Ara,Arabica,L,Light,0.5,7.77,7.77,Yes
HST-96923-073,2019-07-18,54722-76431-EX,R-D-2.5,6,Ireland,Rob,Robusta,D,Dark,2.5,20.584999999999997,123.50999999999999,No
XXJ-47000-307,2019-07-18,31582-23562-FM,A-L-2.5,3,United States,Ara,Arabica,L,Light,2.5,29.784999999999997,89.35499999999999,No
XXJ-47000-307,2019-07-18,31582-23562-FM,A-D-0.2,4,United States,Ara,Arabica,D,Dark,0.2,2.985,11.94,No
OQS-46321-904,2019-07-20,19597-91185-CM,E-M-1,1,United States,Exc,Excelsa,M,Medium,1.0,13.75,13.75,No
MIU-01481-194,2019-07-21,08439-55669-AI,R-M-1,6,United States,Rob,Robusta,M,Medium,1.0,9.95,59.699999999999996,Yes
MIU-01481-194,2019-07-21,08439-55669-AI,A-L-0.5,2,United States,Ara,Arabica,L,Light,0.5,7.77,15.54,Yes
VSQ-07182-513,2019-07-23,18366-65239-WF,L-L-0.2,6,United Kingdom,Lib,Liberica,L,Light,0.2,4.755,28.53,No
UVF-59322-459,2019-07-25,53971-49906-PZ,E-L-2.5,6,United States,Exc,Excelsa,L,Light,2.5,34.154999999999994,204.92999999999995,No
ZQI-47236-301,2019-07-25,23446-47798-ID,L-L-0.5,5,United States,Lib,Liberica,L,Light,0.5,9.51,47.55,No
JQT-14347-517,2019-07-26,11621-09964-ID,R-D-1,1,United States,Rob,Robusta,D,Dark,1.0,8.95,8.95,No
UJQ-54441-340,2019-07-30,26822-19510-SD,E-M-0.2,2,United States,Exc,Excelsa,M,Medium,0.2,4.125,8.25,Yes
UJQ-54441-340,2019-07-30,26822-19510-SD,A-L-0.2,5,United States,Ara,Arabica,L,Light,0.2,3.885,19.424999999999997,Yes
LCB-02099-995,2019-07-31,06757-96251-UH,A-D-0.2,6,United States,Ara,Arabica,D,Dark,0.2,2.985,17.91,Yes
MIQ-16322-908,2019-08-03,20118-28138-QD,A-L-1,2,United States,Ara,Arabica,L,Light,1.0,12.95,25.9,No
HTS-15020-632,2019-08-06,53817-13148-RK,R-M-0.2,3,United States,Rob,Robusta,M,Medium,0.2,2.985,8.955,No
HXL-22497-359,2019-08-06,64875-71224-UI,A-L-1,3,United States,Ara,Arabica,L,Light,1.0,12.95,38.849999999999994,No
ITY-92466-909,2019-08-07,34927-68586-ZV,A-M-2.5,3,Ireland,Ara,Arabica,M,Medium,2.5,25.874999999999996,77.62499999999999,Yes
QOO-24615-950,2019-08-07,01338-83217-GV,R-M-2.5,3,United States,Rob,Robusta,M,Medium,2.5,22.884999999999998,68.655,No
PNU-22150-408,2019-08-11,77408-43873-RS,A-D-0.2,6,Ireland,Ara,Arabica,D,Dark,0.2,2.985,17.91,Yes
FDY-03414-903,2019-08-12,94840-49457-UD,A-D-0.5,3,United States,Ara,Arabica,D,Dark,0.5,5.97,17.91,Yes
VYD-28555-589,2019-08-13,29814-01459-RC,R-L-0.5,6,United Kingdom,Rob,Robusta,L,Light,0.5,7.169999999999999,43.019999999999996,Yes
NYY-73968-094,2019-08-15,70451-38048-AH,R-D-0.5,6,United States,Rob,Robusta,D,Dark,0.5,5.369999999999999,32.22,No
GRH-45571-667,2019-08-16,32291-18308-YZ,E-M-1,3,United States,Exc,Excelsa,M,Medium,1.0,13.75,41.25,No
NYQ-24237-772,2019-08-16,13441-34686-SW,L-D-0.5,4,United States,Lib,Liberica,D,Dark,0.5,7.77,31.08,No
WDR-06028-345,2019-08-16,66508-21373-OQ,L-L-1,1,United Kingdom,Lib,Liberica,L,Light,1.0,15.85,15.85,No
MOR-12987-399,2019-08-17,34015-31593-JC,L-M-1,6,United States,Lib,Liberica,M,Medium,1.0,14.55,87.30000000000001,No
SUZ-83036-175,2019-08-20,55915-19477-MK,R-D-0.2,5,United States,Rob,Robusta,D,Dark,0.2,2.6849999999999996,13.424999999999997,No
TED-81959-419,2019-08-26,27702-50024-XC,A-L-2.5,5,United States,Ara,Arabica,L,Light,2.5,29.784999999999997,148.92499999999998,No
DXA-50313-073,2019-08-30,19755-55847-VW,E-L-1,2,United Kingdom,Exc,Excelsa,L,Light,1.0,14.85,29.7,Yes
XWD-18933-006,2019-08-31,79420-11075-MY,A-L-0.2,2,United States,Ara,Arabica,L,Light,0.2,3.885,7.77,Yes
MBM-00112-248,2019-09-02,50238-24377-ZS,L-L-1,5,United States,Lib,Liberica,L,Light,1.0,15.85,79.25,Yes
WXT-85291-143,2019-09-04,81414-81273-DK,R-M-0.5,4,United States,Rob,Robusta,M,Medium,0.5,5.97,23.88,Yes
NWQ-70061-912,2019-09-05,61021-27840-ZN,R-M-0.5,1,United States,Rob,Robusta,M,Medium,0.5,5.97,5.97,No
QEV-37451-860,2019-09-05,17670-51384-MA,R-M-1,2,United States,Rob,Robusta,M,Medium,1.0,9.95,19.9,Yes
QEV-37451-860,2019-09-05,17670-51384-MA,E-M-0.5,5,United States,Exc,Excelsa,M,Medium,0.5,8.25,41.25,Yes
ITE-28312-615,2019-09-06,56450-21890-HK,E-L-1,6,United States,Exc,Excelsa,L,Light,1.0,14.85,89.1,Yes
JAF-18294-750,2019-09-06,73564-98204-EY,R-D-2.5,6,United States,Rob,Robusta,D,Dark,2.5,20.584999999999997,123.50999999999999,Yes
UFZ-24348-219,2019-09-07,27930-59250-JT,L-M-2.5,3,United States,Lib,Liberica,M,Medium,2.5,33.464999999999996,100.39499999999998,No
HRM-94548-288,2019-09-08,08934-65581-ZI,A-L-2.5,6,United States,Ara,Arabica,L,Light,2.5,29.784999999999997,178.70999999999998,No
UBI-59229-277,2019-09-11,00886-35803-FG,L-D-0.5,3,United States,Lib,Liberica,D,Dark,0.5,7.77,23.31,No
YHV-68700-050,2019-09-11,26333-67911-OL,R-M-0.5,5,United Kingdom,Rob,Robusta,M,Medium,0.5,5.97,29.849999999999998,No
YHV-68700-050,2019-09-11,26333-67911-OL,L-L-2.5,2,United Kingdom,Lib,Liberica,L,Light,2.5,36.455,72.91,No
BWK-39400-446,2019-09-12,61302-06948-EH,L-D-0.5,4,United States,Lib,Liberica,D,Dark,0.5,7.77,31.08,Yes
MHM-44857-599,2019-09-12,26295-44907-DK,L-D-1,1,United States,Lib,Liberica,D,Dark,1.0,12.95,12.95,No
KXN-85094-246,2019-09-13,81744-27332-RR,L-M-2.5,3,Ireland,Lib,Liberica,M,Medium,2.5,33.464999999999996,100.39499999999998,Yes
HTY-30660-254,2019-09-16,83844-95908-RX,R-M-1,3,United States,Rob,Robusta,M,Medium,1.0,9.95,29.849999999999998,Yes
BRJ-19414-277,2019-09-17,16809-16936-WF,R-M-0.2,4,United States,Rob,Robusta,M,Medium,0.2,2.985,11.94,Yes
CIX-22904-641,2019-09-17,78012-56878-UB,R-M-1,1,United States,Rob,Robusta,M,Medium,1.0,9.95,9.95,Yes
YLK-78851-470,2019-09-18,58559-08254-UY,R-M-2.5,6,United States,Rob,Robusta,M,Medium,2.5,22.884999999999998,137.31,Yes
EQI-82205-066,2019-09-20,52316-30571-GD,R-M-2.5,2,United States,Rob,Robusta,M,Medium,2.5,22.884999999999998,45.769999999999996,Yes
ZDC-64769-740,2019-09-21,79463-01597-FQ,E-M-0.5,1,United States,Exc,Excelsa,M,Medium,0.5,8.25,8.25,No
TJE-91516-344,2019-09-22,49894-06550-OQ,E-M-1,2,Ireland,Exc,Excelsa,M,Medium,1.0,13.75,27.5,No
QHL-27188-431,2019-09-28,75443-07820-DZ,L-L-0.5,2,United States,Lib,Liberica,L,Light,0.5,9.51,19.02,No
NOY-99738-977,2019-09-29,82872-34456-LJ,R-L-2.5,2,United Kingdom,Rob,Robusta,L,Light,2.5,27.484999999999996,54.96999999999999,Yes
